commentID,commentBody,recommendationCount,commentSequence,Personal,Relevance,Criticality,Writing Quality,Thread,Unexpected
10322,"Excuse me gentlemen. Let me interject a dose of reality into this proceeding. Shouldn't this money which you collect from the banks be distributed to the customers who got ripped off? isn't that what this payment of restitution is all about?<br/><br/>What these guys propose to do, using that money for state purposes, just compounds the ripoff of the banks' customers.",6,10970310,0.2727,0.2273,0.197,0.1667,0.0152,0.0152
10375,"It sad to see very capable men of the same political party bringing Congressional-level dysfunction to our state.  Personally, given the absolute heartlessness of the Congressional Republicans, I'd love to see the money go to extend long-term unemployment benefits for the tens of thousands of New Yorkers who need it right now.  That would accomplish what Mr. Schneiderman wants by keeping people in their homes.  The remainder should go to subsidize food stamps another dire need.  These two strong-willed men need to put their personal agendas aside and do what they were elected to do--serve the needs of the people.  Food and shelter are two basic needs confronting many of our citizens.",3,10970542,0.2727,0.2273,0.2,0.1545,0.1091,0.1091
12828,"The AG's actions to direct settlement funds to his chosen programs are indefensible, no matter how laudable those programs may be.  The NYS Constitution expressly forbids the expenditure of State money ""except in pursuance of an appropriation by law"" (Art. 7, sec. 7) which means the Legislature has to approve the disbursement.  This is an abuse of his power and it's not his first either (e.g., his land bank awards are funded by other settlement proceeds).  Of all people, our AG should embody the principle that ours is a government of laws, not of men.  He must not realize that he's not in Member Item Land anymore.",0,10972084,0.3333,0.2857,0.1429,0.0857,0.0476,0.0476
7977,"The plight of these workers surely isn't reflected in the million dollar ad campaigns that seek to call us aboard.<br/>The injustice done them should make every flyer take notice as they fork over the every increasing ticket costs. That the vacation they embark upon, the corporate meeting that will garner that next big deal.. That bright future that we as travelers awaits us as we deplane.. is not theirs. As the night turns to day and one shift ambles off to sparten digs, paying half their day's pay for a bus ride and a bed. And the next arrives to suffer drugery and picking up our trash for less than peanuts.",28,10967840,0.2478,0.2389,0.177,0.1681,0.0708,0.0619
7971,"So much money blown on security, and yet these people get nothing.  They are prime targets for evildoers who would bribe them to smuggle contraband or worse onto aircraft.  The people running these companies have no shame.",31,10967193,0.2973,0.2703,0.1892,0.1892,0.0811,0.0811
12359,"An absolute disgrace. These people are doing the jobs most Americans would not for wages that are beyond criminal. The revolt of the middle is brewing. Politicians take heed or watch the storm on the horizon develop before your cold, self serving eyes.",3,10971841,0.3333,0.3333,0.2143,0.1667,0.0476,0.0476
7974,"Did Thomas Jefferson suggest we would need a revolution every 25 years? <br/><br/>For those that wish to live decently, try this: â€œPlease God, pray,â€ù he said. â€œThis is not an easy life.â€ù<br/><br/>For those that wish to die, it's easy. Just look the other way.<br/><br/>Why not stand with the poor and work to change the way we reward those that only stand and serve? It is not socialism to be decent. It is not enabling to pay a fair wage to those that crawl under an airplane seat for chewing gum. <br/><br/>We can and must do better. For the bottom of the pyramid, the children and those so troubled, they must be our concern for us to preserve our humanity. <br/><br/>Care. It is the right thing to do.<br/><br/>If all agree, if the leadership comes from those most fortunate, our national character will improve, and all of us will do and feel better. <br/><br/>Michael Powell has worked to help Brooklyn shed a creepy DA and free an innocent state prisoner. He finds the things we need to know and read. <br/><br/>He cares, and his caring can lead us all. ",24,10967339,0.2069,0.1527,0.2217,0.1626,0.1034,0.069
9759,"The same way we managed to survive until the telephone was invented.  And before that, the telegraph.  And still before that, the postal service.  <br/><br/>Of course we managed to survive.  But every new invention has brought us, as a species, greater levels of convenience and connectedness to one another.  And as a current Angeleno with an ailing parent in New York, I appreciate being able to get updates on her health while I'm on the go, rather than have to wait until I'm either at work or at home.<br/><br/>Sure, there are bound to be some annoyances that come with the advantages of modern conveniences.  But as a wise man once said, ""You take the good, you take the bad, you take it all, and there you have the facts of life.  The facts of life.""",2,10969784,0.2128,0.1844,0.1702,0.0922,0.0922,0.0851
9042,"A recent study showed that humans do not respond well to hearing one side of a conversation. It's actually annoys our brains!  <a href=""http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0058579"" title=""http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0058579"" target=""_blank"">http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0058579</a><br/><br/>This is why I stare at people on phones on the subway and imagine their heads exploding. I guess they won't be getting to have that meatloaf they were just talking about.",13,10969007,0.2542,0.2373,0.2712,0.2203,0.0169,0.0169
8701,"I can't help but envision an increase in violent crimes in the subways because of this. I already find it rude that people pretty much just walk around the supermarket, drug store, anywhere chatting away blithely. Nobody wants to hear anyone elses conversations. Nobody.",7,10968364,0.2667,0.2444,0.1556,0.1556,0.0444,0.0444
8724,"Took the B over the Manhattan bridge yesterday morning as always. As soon as service returned the woman next to me placed a call to the dairy dept. of a grocer asking for a particular kind of mayonnaise.  She then called three more in quick succession with the same spiel about how she had read about this special mayo in the news lately and was highly anticipating it's appearance on shelves.  I was grateful when the train went back into the tunnel, cutting off a conversation clearly full of baloney.",10,10968173,0.2527,0.2527,0.1429,0.1209,0.0879,0.0879
7879,"When I rode on the subways (the tubes ) while I was was visiting London I noticed that almost all the passengers were usung cellphones (mobiles). I never heard a conversation, because they were all texting. Maybe New Yorkers could learn something from this.",34,10967807,0.2558,0.2558,0.2093,0.1395,0.0233,0.0233
10080,"As much as this story attempts to portray this change as a positive upgrade of sorts, it is not.  It is not endearing to hear other people's outrageous and inappropriate conversations, while cheek to jowl on a bus or train.  It is not amusing to have to endure one-sided conversations, even if about interesting topics.  <br/><br/>Whatever happened to reading on the train?  Hardly anyone does this anymore, even in spite of the proliferation of free newspapers (and when it comes to reading books, this is also uncommon).  Interacting in unexpectedly friendly ways in the style that is ""surprisingly"" typical of NYC?  These friendly interactions are what have always given the city its flavor, after all.  What of subtle people-watching?  With so many characters around the city, what could possibly be more entertaining than observing and interacting?  <br/><br/>Cell phones have zapped communal life in so many ways.  Every day I regret what I see happening thanks to the technology that makes people's lives increasingly more cloistered and individualized -- even while bringing out into the public what should otherwise be private (like phone conversations about the most intimate details of people's lives) ... ",11,10969985,0.2143,0.1582,0.1582,0.0969,0.1276,0.1122
8673,"I don't use my phone on the subway (on overground trains), but I don't mind when others do. It's really no different from hearing two people in conversation next to me. There's no expectations that the subway have ""quiet cars.""<br/><br/>What I dread is the day (and it's coming) when we're permitted to use our phones on airplanes.",8,10968143,0.2188,0.1875,0.2344,0.125,0.0781,0.0781
8687,"Suggested new subway text protocols:<br/><br/>TOT - Texting on Train<br/>LS - Lost Signal<br/>LPS - Last Phone Stolen<br/>CSM - Can't Swipe Metrocard<br/>ML - Metrocard Low<br/>LOLE - Low On Lateness Excuses<br/>BFNJ - Better Find New Job<br/>ERLT - Express Running on Local Tracks<br/>WLROET - Worse, Local Running On Express Tracks<br/>CAJ - Change At Jamaica  (for fans of the LIRR)<br/>WTNB - Where's The Nearest Bathroom<br/>NPAMMS - Not Paying Attention, Missed My Stop<br/>LA - Late Again",3,10967982,0.5765,0.4588,0.1529,0.1059,0.1059,0.0941
12193,"Cacophony?  The subway already IS a cacophony, and always will be until the day, which will never come, when metal train wheels are replaced by rubber tires.  People talking on the phone do not really add to that.  So lighten up, fellow passengers who long for a utopian quiet on the subway that is actually unattainable.  The ability to do more than stand (or if lucky, sit) there like a zombie is long overdue!  Not to mention, some of these phone conversations could turn out to be be the stuff of your first novel...<br/><br/>As for a book, knitting, etc., which line do YOU ride??  This morning on the 2 train, it was cheek to jowl (and all other nearby body parts), making the pastimes you suggest physically impossible!",1,10972060,0.2366,0.2061,0.1679,0.0992,0.0916,0.084
9196,"To think that anyone will wait until all the facts come to light before passing judgement is naive. Remember, this is the country that dove into investigations of Benghazi the week after it happened.",4,10969234,0.2353,0.2353,0.2647,0.2353,0.0294,0.0294
7772,"All I keep thinking is, what would Roseanne Roseannadanna say??",34,10967622,0.1818,0.1818,0.3636,0.3636,0,0
7779,The only thing I find surprising about this mess is that anyone is surprised.  And you're right--it's mighty boring.,23,10967641,0.1818,0.1818,0.2727,0.1364,0.1364,0.1364
10919,"Another question after scanning through the thoughtful comments here: Why are people concerned with questions about the Presidential election in 35 months, when the one that really counts is in eleven. The middle class, more gun violence, immigration reform, fair tax code, Campaign Finance Reform and Americans health and well being are all at stake in 2014. Where are some questions about that. Kudos to those who are commenting against allowing scandal to obscure the TPP.    ",11,10971053,0.3289,0.2895,0.1447,0.0789,0.0658,0.0658
7342,"Don't we all wish that politics only addressed positive agendas? Unfortunately this is not what drives voters to the polls. The only thing that consistently works is to get the voters out to vote against something--usually some dog-whistle issue that will never be addressed once a candidate gets into office. I still remember the union guy in Michigan who had been savaged by Republican restrictions on union bargaining and knocked out of work but was still going to vote Republican to ""protect his children"" from gay marriage. Really. <br/><br/>Governor Christie is still a likely candidate for the Presidency. Who else do Republicans have? There will be a concerted effort to sweep ""Bridgegate"" under the rug, and smother all the people who correctly see this event as characteristic of his administration--and probably any Presidential administration that he would head. There is already a litany of misdeeds and petty vengeance spewing out of the Governor's office in New Jersey. We certainly shouldn't want that kind of stuff spewing out of the White House, but by 2016 the voters will likely have forgotten--and they will still vote against their issues to prevent poor people from getting food stamps, or to tilt at windmills over gay marriage. ",145,10967531,0.25,0.2019,0.1779,0.101,0.0673,0.0577
8233,"It's good to remind progressive voters to keep our eyes on the prize - especially in a mid-term election year, when much is at stake and turnout will be low. <br/><br/>That said, it's only been a week, and the scale of the Christie administration's misbehavior - the degraded pettiness of it, the disregard for serious harm to his own people, the personalized vindictiveness - are still a bit of a shock. I think this is especially true for voters outside of NJ who looked at Christie in comparison to the rest of the GOP field and thought, ""Well, at least he's not an extremist.""<br/><br/>I think it's fair to say that most of the country would like presidents who govern, rather than those who engage in personal aggrandizement, payback, power grabs, and shoving through their own private social agendas. We want presidents who may horsetrade if they need to, but who don't see it as the prime activity of the office. We want presidents who do not equate politics with sports. For a minute there, after the hurricane, Christie seemed a bit better than the rest of his party's current candidates. <br/><br/>One small tangential nitpick: a pregnant woman who seeks an abortion to save her own life is not a ""mother."" There is no son or daughter. She is a pregnant woman in need of a medical procedure. (Sadly, semantics plays a huge role in the debate about abortion.)",51,10968122,0.2705,0.2213,0.1434,0.082,0.1148,0.1025
9207,"Charles Blow, you bring up an important point regarding how we ""root for a bridge to drage Christie under,"" which is a metaphor for how we respond to anyone in the public eye whose flaws get exposed.  And like in ""the fog of war"" we get fogged by intrigue schemes and plots rather than empathy for a fellow human, politician or not, who has shown to the world some of their unaddressed blinding personal issues that the rest of us get to hide.  Empathy doesn't mean condoning.  It means disagreeing with the behavior while at the same time feeling compassion for the human behind the behavior.  And that's not easy to do.<br/><br/>Also, like the rock, paper, scissor hand game, I agree that polish, professionalism, plus diplomacy beat out brashness and bluntness and inconsistency when it comes to presidential material.  I thus, likewise, vote for  continutaion in temperment the next go around.  Yet, considering the field,  that might be a challenge.",2,10969218,0.2561,0.2439,0.1646,0.128,0.0854,0.0793
9602,"I do not buy into bluster. Some people obviously find Chris Christie's tough guy persona appealing, but I don't.  I think, ""What is he hiding....why such a need to project a tough guy image?""  Why appear to be indomitable, intimidating? Maybe he is compensating for something. He does not strike me as real...but trying to project an image.  Let's scratch beneath the surface and see what's there...",3,10969527,0.1644,0.137,0.3014,0.2192,0.0548,0.0411
10930,"If you read the other articles and comments with regard to this, you'll find we don't take it for granted - in fact, we think his excuse was absurd.",1,10971017,0.1724,0.1724,0.2414,0.2414,0.069,0.069
6969,"The early focus on Gov. Christie, and Sec. Clinton, reminds me of those pre-written obituaries of famous people -- it's as though we already have files on certain candidates we can use.  I hope we cast our gaze more widely than that.  I used to wonder about, as a lark, writing a term paper based on what books were most readily available in the library, not on what books I needed as I pursued leads from my research.  I really hope we look for candidates who are not necessarily the usual suspects or the most readily available, but who actually make the best sense for us to elect.",96,10966971,0.1792,0.1604,0.1887,0.1509,0.0849,0.0755
7841,"Yesterday a Representative from Wisconsin presented a chart on the floor of Congress showing what has happened to our import/export account (and US jobs) since presidents have been given ""fast track"" authority on trade bills.  That is where progressives should focus.",17,10967780,0.4,0.4,0.225,0.175,0.025,0.025
9064,"I disagree with the premise of the article on what should disqualify Mr. Christie from future elective office.  With regard to the ""pro-progressive"" position that posits that nuance and needle threading is somehow a negative quality, such is an extreme position common on both the left and right.  For example, as to abortion - arguably the most divisive issue in the public realm - both pro-choice and and pro-life positions embody truths common to the most fundamental human rights.  In a collision between the right of a woman to control her own health and body versus the rights of a fetus - a potential life in being - ones fundamental rights will be put at risk.  Absolutist positions in this respect should give way to a nuanced analysis that best serves these deeply conflicting rights.  The most difficult issues sometimes call for considered decisions that make provision for these deep conflicts.<br/><br/>As to whether bridge-gate ought to mean the end for Mr. Christie as a public official, the opinion suggests that the ""bloodsport"" aspect makes that an unfair question.  Again I must disagree as I believe that question should be settled at this point.  Mr. Christie has either engaged in a petty political retribution, created the environment where multiple high ranking members of his staff engages in what was essentially a conspiracy, or was totally oblivious to the conspiracy swirling around him.  Any of these show he is unfit for office.",10,10969106,0.2658,0.2025,0.1266,0.0844,0.1392,0.1266
9665,"Those among us with long political memories may recall that the team of Bush and Rove gave us Chris Christie. It was Rove who seeded several states with pliant attorneys general. At the time, Christie had very little to recommend him for the job by way of a resumÃ©. But he has a rich brother. Very rich.<br/><br/>If you think that Gov. Christie, because he likes to come across as a blue-collar joe who tells it like it is, is Main Street, let me disabuse you of that notion. Christie public persona is bogus. He's Wall Street. His father worked on the street. His brother, Todd, made his fortuneâ€“â€“perhaps a less than entirely ethical fortuneâ€“â€“at a trading house that was bought by Goldman Sachs. Todd Christie walked away with $60 mil. But he walked away under a cloud.<br/><br/>From the NY Times, 1/05/2010:<br/>""The Securities and Exchange Administration settlement Todd Christie signed, dated Oct. 15, 2008, maintains that he carried out hundreds of trades that brought the firm thousands of dollars in profits at its customersâ€™ expense, and had violated stock exchange rules.""<br/><br/>A pension funding debacle awaits NJ, but to date, Chris Christie's great contribution to the fiscal solvency of the state has been to award the wealthiest residents a tax break.<br/><br/>Fool  me once, shame on you... ",19,10969603,0.345,0.2576,0.1528,0.1092,0.083,0.0699
8104,"While I usually enjoy Mr. Blow's columns, I find this one disappointing. He creates a false dichotomy between being ""Pro-Progressive"" and ""Anti-Christie"".<br/>The progressive agenda, historically has always held the eradication of political corruption as one of its essential tenets.<br/><br/>What's more, if this had been a Democratic Governor do you not think that the GOP would be all over it faster than you can say ""Benghazi!"" ? <br/><br/>In fact the Christie scandal provides progressives with a teachable moment; an opportunity to demonstrate to the nation what happens when they display irrational exuberance over a politician and mistake compassionless, vindictive bullying for leadership.<br/>It should also serve as a wake up call to the mainstream corporatist media, including the NY Times, that their man crush on Christie conflicts with their constitutional responsibilities as public watchdog.<br/>Both the public and the mainstream media should use this incident to reflect on their behavior and it's consequences. I won't be holding my breath.",114,10968036,0.2848,0.2545,0.1515,0.1091,0.103,0.0848
7016,"""I find the pro-progressive argument more exciting than the anti-Christie one.""  <br/><br/>And it's infinitely more sensible.  For one thing, Christie only needs to extricate himself from direct involvement with the bridge closure to the satisfaction of the media - which, at heart, still want to love him - to leave the progressives floundering if they invest themselves too heavily in his failure.<br/><br/>Besides, there's so much low-hanging fruit for progressives to go after, and some of it is scandalously out of the public's view.  Prime-time MSNBC is all-Christie-all-the-time, and only the lonely voice of Ed Schultz at supper time tirelessly informs his audience of the Trans Pacific Partnership, a secretly negotiated â€œtradeâ€ù deal that is planned to be unleashed and fast-tracked through Congress with minimal discussion and no amendment.  <br/><br/>This bill if passed would further subordinate national trade, investment, environmental, regulatory and labor standards to the interests of capital that knows no borders, and it would undoubtedly promote further export of jobs to low-wage areas.  If the TPP passes, it will adversely affect Americans for decades after Christie has vanished from their memory.",244,10967058,0.2674,0.2353,0.1497,0.1176,0.0963,0.0909
8797,"We need your sanity, Mr. Blow<br/>So we can know which way to Go.<br/>Whether Bridgegate was just a Prank<br/>Or a Reprisal....it was still Rank.<br/><br/>Even Hillary, though fantastic,<br/>Still smacks of the Dynastic.<br/>When the Public needs a Choice<br/>You may help us find a Voice.<br/><br/>While looking for a Star,<br/>We don't know who We are.<br/>And politics is funny<br/>When we leave it to the Money.",2,10968470,0.2857,0.2024,0.1786,0.119,0.0952,0.0476
9580,"Progressives can't just sit back and root for every Republican to implode. There will be a Republican presidential nominee, regardless of what happens with Christie. And the progressives won't like what the nominee stands for.<br/><br/>I agree with Mr. Blow that we should be focusing on address the serious problems we face, not wasting time rooting for the other side to shoot themselves in the foot.",7,10969291,0.2,0.1714,0.1857,0.1714,0.0857,0.0714
9588,"But the system is not likely to change because a town's identity is wrapped up in its municipal services and schools.  A regional approach that would have combined Tenafly and Englewood failed miserably years ago because the fire spread from everyone's head to the paper that dream was written on - a town with some of the best schools in the state is not going to combine that system with that of a much larger town next door with average schools - just not gonna happen. What does needs to happen is for the state to find a new way to provide most of the funding for local schools.  Right now, the burden on property tax payers is unsustainable.",4,10969414,0.2605,0.2017,0.1681,0.1092,0.1008,0.1008
8715,"Good insights, but were the subtle fat jokes necessary? Cooking geese -- the fattiest of fowl....meat of the matter....were you thinking of Shakespeare, perhaps, when Harry calls Falstaff, my sweet meat? Funny but, perhaps, gratuitous.",0,10968401,0.3429,0.3143,0.0857,0.0571,0.2286,0.2286
8780,"Media companies, such as The NY Times, NBC, Fox, etc. are in business to make money.  They do this by creating ""human interest stories"" which draw in viewers.  Political reporting stops being about policy, and becomes stories regarding character.  For example, one of the big stories on <a href=""http://salon.com"" title=""salon.com"" target=""_blank"">salon.com</a> today is a summary of Jon Stewart's comic piece last night comparing Congress to Justin Bieber.<br/><br/>We are interested in Chris Christie's ""character"", hence the fascination with ""Bridgegate"".  Was Christie lying?  Is he too aggresive?  Is his aggressiveness appealing?  Fox News cooked up a new angle to the story - is the destruction of Christie a part of the ""feminization"" of America?<br/><br/>The media does it because people really love this stuff.  No one wants to read about whether or not the ACA is really going to go into an actuarial death spiral or not.  Much more fun to analyze if Christie is a ""bully"".<br/><br/>More media than ever, with less substance than ever.  A revenue model that fell apart a decade ago.  When I logged onto this story, I did while viewing an ad for the new movie, The Grand Budapest Hotel.  The NY Times correctly determined that people in my demographic want to know about this movie.<br/><br/>We are in trouble.....",13,10968518,0.3409,0.2591,0.1636,0.1,0.0773,0.0591
9070,We seem to have forgotten that we elected a bully in 2000 who pretended to be a consensus builder. It really didn't work out so well.,5,10968933,0.1111,0.1111,0.2963,0.2963,0,0
10144,"As my late father would say of Chris Christie, ""He's a bullyatchka.""  I may have mangled his Yiddish, but the meaning should be clear.  Mr. Christie is the classic bully with the big New jersey/Long Island, New York body who loves to throw his weight around--both figuratively and literally.  Despite Tea Party concerns, he's VERY conservative while also being an egomaniac who no one really can trust.  He vetoed the minimum wage, but it passed with a higher margin than the so-called rigged landslide victory he ran up last November in a gerry-rigged election costing Jerseyites around $23 million to keep  Cory Booker off the same ballot. He vetoed same-sex marriage, but it was overturned by the courts. And with typical chutzpah, he's been treating the Port Authority and Sandy Relief funds as his personal payola cookie jar to pay off those who will kneel and kiss his ring or suffer the consequences.  We definitely need a progressive to counter him or whomever runs in 2016 and I'm not sure that Hillary Clinton is that person.  Perhaps Elizabeth Warren will be the next Barack Obama and be the first woman president.",5,10969742,0.2827,0.2723,0.1623,0.0995,0.1099,0.1099
8252,"Mr. Blow has done a service here by trying to refocus the political community on issues other than 'witch hunts' and media frenzies.  He is right that this event should play out now in New Jersey.  It is not ripe for national news coverage day after day.  Who benefits?  At this point, Tea Party Republicans, many of whom are anti-Christie for his independent thinking and his support of the President during the Hurricane Katrina recovery and Democrats who don't' want any potentially credible Republican challenger to match up against Hillary in 2016.  2016--Election Day is almost three years down the road.  I, for one, don't want to have to hear about this bridge thing everyday or even every week between now and then.  Remind me when there is something definite to report as a conclusion...and bring it back for a bit if the Governor does become a presidential candidate.",8,10968128,0.2715,0.2583,0.1523,0.0927,0.0861,0.0861
8258,"In all fairness to Christie (and I'm not in any way, shape or form a fan of his), any Republican who wants to be elected governor of a moderate state and then wants to be a serious contender at the national level pretty much has to be a flip-flopper.  He needs to be moderate to get the governorship, careen to the radical right to get the nomination, and then attempt to pirouette back towards the center for the general election.  Mitt Romney couldn't do it.  (Of course the fact that he was a tone-deaf aristocrat running during a time when the economy had been devastated by outsourcing and financial manipulation who had made his fortune by outsourcing and financial manipulation certainly didn't help.  And his top campaign aides openly admitting his candidacy was based on an Etch-A-Sketch was useful, either.)  Maybe, if Christie survives this crisis he can be successful at all the required maneuvering.  It will take some skilled ""threading the needle"" (as Mr. Blow says) to accomplish it.  Winning both a nomination and a general election seems at least as daunting for a Republican these days as it did for Democrats in 1968 or 1972, perhaps even more so.",16,10968144,0.21,0.19,0.205,0.13,0.08,0.065
6748,"Whether Christie was clueless or complicit, the bloom is off the rose.  It's true that we should be focused less on his much-deserved comeuppance and more on who can lead the nation after Obama, although it's still too early to know where all this is going to land.<br/><br/>But if we're concerned about income equality, women's and gay rights, strengthening the social safety net, fair and compassionate immigration reform, rebuilding infrastructure and sensible foreign policy, then I can't imagine a Republican who would fill the bill.  The current crop of rabid and retrograde Republican ideologues must not be strengthened and emboldened with the election a like-minded president.  Republicans have managed to hamstring government and obstruct the legislative process even with a Democratic president and a Democratic majority in the Senate.  I can't imagine what this country would look like in four years with a Republican at the helm, although the dark side of the moon comes close.<br/><br/>We should be able to speculate about reasonable candidates from both sides of the aisle, but I can't imagine continuing what we have now, and I don't want to imagine what change may bring.  The two-party system is broken, the warranty has expired, and parts aren't available.  Buckle your seat belts.  It's going to be a bumpy ride.",258,10966714,0.2115,0.1894,0.1938,0.1101,0.1189,0.1101
9010,"In New Jersey, each little township has had its own completely autonomous government and school system.  That might have worked well 100 years ago, but today it's nuts and very, very expensive to operate.  Christie is popular because he has wanted to change this system, and is very popular with NJ citizens for being willing to take on entrenched interests instead of allowing them to enact more and more local taxation every year.<br/>It would be different if there were some VALUE in having the existing system.  There is not.  You can argue that there is value in having organized labor, or in spending at high levels for education, etc.  That's a legitimate argument, and states like Wisconsin and Ohio are engaging in that kind of discussion between Democrats and Republicans.  There is no VALUE to the taxpayer in NJ's system, except that it empowers local political elites and inevitably leads to questions of corruption in the selection of public employees and public contracts.",4,10969023,0.2455,0.2036,0.1856,0.0958,0.1018,0.0838
8260,"I like pro-progressive arguments too. But the year is 2014, not 2016. And the election we need to focus on are the mid-term elections later this year, not the presidential election 34 months away. It takes more than a president to make progress, as the past 5 years should have taught us. We need to focus our strategy and energy to elect progressives to this woe-begotten legislative branch that has done nothing but erect barriers to the progress our society craves. As much as we all love juicy scandals involving future presidential candidates, let's keep our eye on this year's election. ",55,10968234,0.24,0.17,0.2,0.16,0.09,0.08
7351,"Excellent, but while continuity vs. change is accurate, constructive vs. destructive, positive vs. negative, is more exciting and more likely to be successful politically. Enough with the anti-government, anti-Obamacare, anti-taxes, anti-abortion, anti-immigrant citizenship, anti-gay marriage, anti-poor people, mantras from disaffected opportunists on the Right. Let's hear it for the United States of America.",14,10967538,0.2593,0.2593,0.0926,0.0556,0.2778,0.2778
7365,"After all is said and done, more is said than done.",147,10967333,0,0,0.5455,0.2727,0,0
7914,"""Unfunded liabilities"" would be much less of a problem if big companies would not use strong arm tactics to extract sweetheart deals, including enormous tax breaks and taxpayer funded infrastructure from cash-strapped municipalities. When they arrange bidding wars between cities and states, promising more than they deliver, then pick up stakes when things get a little expensive for them, they leave behind a trail of poverty and despair.  <br/><br/>The problem is more about extractive capitalist practices than pensions and healthcare owed by municipalities. What you call ""unfunded liabilities"" are the compensations many workers have been paid for work they have accomplished over the course of their lives. Those payments are still owed, whether the city made irresponsible deals with companies or not.",13,10967853,0.3008,0.252,0.1789,0.1301,0.1301,0.122
7962,"The real state of the State was delivered by Bruce and Jimmy. Leave it to our artists to sum up our zeitgeist most succinctly.........and I have watched it at least a half dozen times, hyper oxygenating every time.",9,10967658,0.2703,0.2162,0.1892,0.1892,0.0811,0.0811
7966,"Amidst the levity of your column, Gail, you nailed it with the sentence about the Governor of Vermont who ...""used his entire speech last week to talk about his stateâ€™s terrible problem with heroin addiction.""<br/><br/>Any communicator of the written, or oral, word, knows that repetition is the art of memorability.  If you mention everything, people take away nothing (except their one pet project).<br/><br/>Bravo to Governor Shumlin for recognizing this fact and making his speech a conversation rather than a laundry list.  If it garners results, for a pernicious problem affecting this tiny New England enclave, so much the better, and perhaps can be a model for other states or cities facing intractable drug use.<br/><br/>I'll leave the topic of Christie's address, televised to allow  talking heads to continue to skewer him on the basis of 2 paragraphs, alone.  But I did wonder, in reading it, how does a governor intone ""12 exclamation points""?<br/><br/>And is this emphatic punctuation mark used more to elicit a shout or clap of happiness or a gasp of alarm?  Maybe, to make these speeches even more boring, orators should be compelled to actually state exclamation marks, so bored or sleeping listeners know when to clap and when to boo.",17,10967699,0.3066,0.2547,0.1651,0.1274,0.0849,0.0708
7969,"""The State of the Speeches"" - so right, Gail Collins.  Governor Christie averred ""mistakes have been made"". Did they make themselves, the mistakes?  Do tell.  Shumlin of Vermont made it clear that Heroin and drug addiction are running amok in Vermont. This was an excellent use of state of the state speech.  McDonnell of Virginia must be pleased (on the cusp of indictment) for receiving 12 exclamation points from the oracle of state of the state info, ""Governing Magazine"".  Alabama's Governor assaulted Obamacare (what else is new?), and Butch Otter of Idaho appointed a woman to deal with Idaho Potatoes. Governor Andrew Cuomo dealt with everything, while his Dad, Governor Mario Cuomo called his own applauding lawmakers ""monkeys"".  Basically all this swill boils down to the olla podrida of ""blah, blah, blah"". ",4,10967833,0.3923,0.3,0.1692,0.1077,0.0692,0.0538
8028,"The problem is that the chief executives of the states and the Union announce their ""priorities,"" but little gets done. The speeches are immediately forgotten and it is back to business as usual. How many remember last year's ""state of the ..."" speech and hold people responsible for not carrying out the enlisted tasks? Hardly any! As such, it all becomes just a drama, with little impact on the ""state of ..."" People, start holding the chief executive and the legislators responsible for not doing their jobs!",19,10967906,0.2262,0.1667,0.1786,0.131,0.119,0.0833
8108,"Our individual states have a great deal of power, but they are kinda neutered compared to real nations. They are pretend nations. They can't bomb anything. Their National Guard units can be taken over by the Federal govt. at any moment. The governors don't travel on a big plane and when they leave the state, someone else is usually appointed to take over. They (some of them, anyway) would like to be nations (does Texas come to mind?), but they realize they can't really pull that off and, though they won't admit it, there are billions of dollars in benefits that come from being part of a larger union. Drats!<br/><br/>So, governors are like pretend presidents, but they know there is a real president, and a Supreme Court, sitting on top of their heads. Of course their big deal speeches are kind of useless when considered in the larger context. Those speeches are supposed to be a guide for the legislatures: here is where we are and where we need to go. Sometimes, it works.<br/><br/>I wonder if there are any more openings for that Idaho Potato Commission? I have eaten quite a few, so I should be qualified?<br/><br/><a href=""http://terryreport.com"" title=""http://terryreport.com"" target=""_blank"">http://terryreport.com</a>",15,10968070,0.2404,0.1971,0.2115,0.1202,0.0817,0.0529
9833,"Our illustrious governor promised state employees a 4 percent pay raise ""if the funds are there."" He knows full well they are not there. That's why nobody pays attention to these speeches. A waste of taxpayers' money.",11,10969986,0.3421,0.3421,0.1579,0.1053,0.0526,0.0526
