Comment Body,Display Name,Latitude,Location,Longitude,Status,User Comments,User ID,userID (userscores.csv),Approve Date,Article Relevance,AV Gcommentspermonth,AVG Brevity,AVG Personal XP,AVG Picks,AVG Readability,AVG Recommendation Score,Brevity,Comment Sequence,Conversational Relevance,Editors Selection,Number of Records,Personal XP,Readability,Recommendation Count,Recommendation Score,Times People
"You get so tired of hearing about casual police brutality, about the unnecessary use of force in situations that don\'t warrant any. It is apparent that many, if not most, police officers are sociopathic thugs who go into law enforcement to legally brutalize ordinary citizens with impunity. If that\'s not the case, let the \""good eggs\"" temper the bad ones for the sake of the force, but it\'s more likely that silence is a form of collusion. I was brought up to respect and admire the police, but lately that\'s gone sour. The police can\'t tell the difference between a law-biding citizen and a thug anymore and they have no respect for people and no tolerance; brutality has become a reflex and people everywhere are just getting tired of hearing the same old worn out excuses and apologies and promises to do better. With the police as with the criminal element they are so close to, the pathology is on the surface.",s. berger,40.730599,new york,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/22808724.xml,22808724,22808724,"1,423,847,625",0.182060827,8.202702703,66.82537068,0.021832978,0.009884679,19.08121911,7.630971993,168,"14,127,426",0.307294603,0,1,0.005952381,31.9,3,1.098612289,1
"For the last 150 years since the end of the civil war, law enforcement has served essentially as the shock troops of white supremacism. How many times in all those years did police officers turn a blind eye to the humanity of people of African descent, how many black men women and children died at the hands of lynch mobs under the watchful eye of law enforcement. The legacy of people like bull Connor is not forgotten nor is the fact that contemporary police officers seem to hold on to a racial animus that has nothing to do with crime statistics.<br/><br/>I applaud director Comey\'s candor but until his sentiment filters through to the rank and file cops like the one\'s who turned there backs on mayor deBlasio and there loud mouthed union bosses nothing is going to change. Everyone might be a little bit racist but lets not equivocate the slave masters hatred of his slave with the slaves hatred of the slave master ones disdain is justified the others is not.",Alex,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/53658874.xml,53658874,53658874,"1,423,839,798",0.193860134,0.41025641,133.21875,0.00723283,0.03125,27.721875,10.84375,175,"14,124,871",0.291890549,0,1,0.005649718,33.8,5,1.609437912,1
"Okay fine, even if one accepts \""mental shortcuts\"" as a probable cause, but does it mean that you have to put 10 bullets in a person?  Even if an officer is threatened and finds it necessary to use his/her weapon, one shot is not enough? Have they considered shooting someone in the leg?<br/>Perhaps we could start with addressing the shooting problem first?  Seems like the easiest one to fix if you ask me....",Alexander K,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/52161521.xml,52161521,52161521,"1,423,797,060",0.102474531,0.103448276,32.33333333,0.016033916,0,15.05,2.833333333,75,"14,122,205",0.146388108,0,1,0.026315789,23.6,8,2.079441542,1
"I applaud the courage of the FBI director to speak out on race relations on the eve of a 10 day cease in homicides in NYC. But many commenters seem only focused on Blacks with no mention of the triple homicide in North Carolina committed by an armed white male who was taken into custody with out being assaulted or killed. In addition, it is fair to note that even in areas of NYC where whites commit more crimes (I live near a college so we have no murders but lots of rape and assault victims) than blacks police still stop them at a higher rate. We really need to get back to community policing instead of profiling.",Ann,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/66745012.xml,66745012,66745012,"1,423,772,701",0.162291302,1.607142857,99.55555556,0.030773544,0.066666667,23.68666667,19.08888889,118,"14,119,449",0.383747929,0,1,0.033898305,26.2,1,0,1
"Mike,<br/>I appreciate your biased candor, but the crime statistics for Whites connected to serial killings, campus rape and cocaine use are higher than Blacks but police rarely use deadly force when dealing with dangerous Whites.  I am an educator who taught in Bedford-Stuyversant and several of my top students in top colleges across the country resided in the housing projects where Officer Liu killed an innocent man. Furthermore, that housing project has one the most organized tenant associations in the city who had already alerted The Housing Authority about the danger of \""poor lighting in the stairwells and criminals who do not reside there using them to commit criminal acts.\"" The fact that you reside outside New York is evident in the fact that you advocate and support police misconduct against innocent people simply because they are not the same hue as you.",Ann,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/66745012.xml,66745012,66745012,"1,423,765,623",0.113093661,1.607142857,99.55555556,0.030773544,0.066666667,23.68666667,19.08888889,145,"14,118,682",0.243667237,0,1,0.020547945,33.8,52,3.951243719,1
I think that actually was his point.,Another Mom of 2,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/1153330.xml,1153330,1153330,"1,423,771,356",0.00797327,3.6,137.6025641,0.055411075,0.021367521,24.64358974,9.269230769,7,"14,119,231",0.044786303,0,1,0.142857143,6,0,0,1
"If you read the article carefully he also speaks about addressing root causes: poor schools, unemployment, and discrimination. All the Black self-policing in the world is not going to contain the anger of folks who feel the lash of racism. This narrow approach that you advocate suggests that we have no obligations to our less well off citizens; an attitude that requires no soul searching on your part",C. Jama Adams,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/47922480.xml,47922480,47922480,"1,423,776,942",0.101964208,20,63.82,0.02172773,0.01,19.124,4.58,69,"14,120,993",0.217999621,0,1,0.028985507,21.5,9,2.197224577,1
Perhaps I am jaded but I don\'t see us arresting the middle class folks who are buying most of the illegal drugs in this country; no campus sweeps to harass students for having small amounts of drugs. And of course almost no arrests of the dishonest bankers. These are by far and away white folks<br/>If you are going to deploy statistics try not to be so blatantly disingenuous,C. Jama Adams,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/47922480.xml,47922480,47922480,"1,423,779,155",0.037009207,20,63.82,0.02172773,0.01,19.124,4.58,69,"14,121,053",0.125085086,0,1,0.042253521,22.2,3,1.098612289,1
"Sounds great, and I think that it could happen a bit more than it does.  However, in order to do a good job of it, more police would have to be hired to do their policing while others are busy being friendly with citizens. The neighborhood beat cop is pretty much a thing of the past.  I, personally, prefer that police officers protect me, maintain law and order, and arrest bad guys more than interacting with them.  However, in high crime areas or areas where race and culture differ from the race and culture of officers, conversations between them could benefit all.  Unfortunately, I think that the \'conversations\' would become just accusations by the public and efforts to be pc by the police--nothing productive would come from them, but, it is worth a try. ",coffic,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/58596138.xml,58596138,58596138,"1,423,847,625",0.238595149,14.89855072,123.6303502,0.027945356,0.017509728,25.52178988,2.810311284,135,"14,127,952",0.438800534,0,1,0.029411765,22.9,2,0.693147181,1
So I guess we can chalk up John Burke pro-status quo.  Good to know that someone can seemingly try to talk sense and empathy but some people just won\'t have that.,Daver,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/1563566.xml,1563566,1563566,"1,423,779,290",0.033153008,2.666666667,30.00595238,0.01242246,0.023809524,12.95297619,6.529761905,33,"14,121,180",0.029747536,0,1,0.060606061,15.2,0,0,1
"Actually, 56% of serial killers are black, according to the Radford University serial killer database. It\'s based on the FBI definition of a person who murders three or more people over more than one month. The \""crazy white loner\"" culprit does exist, but largely in the imagination of the nightly news.",Dawn Offtime,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/69361826.xml,69361826,69361826,"1,423,772,433",0.042231258,2.111111111,87.21052632,0.012256107,0.052631579,24.14210526,15.10526316,52,"14,120,222",0.132601585,0,1,0,16.3,4,1.386294361,1
"Any rational person will understand Mr. Comey\'s sane assessment of the dilemma facing both the police and blacks: 96% of all shooting suspects in New York City are either black (75%) or Hispanic (21%). That leaves 4% of shooters who are white. Police, white and black, are not cynical. They\'re realistic. If the Sharptons and De Blasios and Holders of this world want to change things for the better, they should begin with their own constituents, who have shamefully demonstrated their socio-pathology all too often. It doesn\'t matter what its cause or excuse is (and there are plenty of excuses). Black crime rates are nuts! Point the finger of blame at the perps, not the people who are charged with protecting us.",Dawn Offtime,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/69361826.xml,69361826,69361826,"1,423,762,933",0.169467302,2.111111111,87.21052632,0.012256107,0.052631579,24.14210526,15.10526316,126,"14,117,914",0,0,1,0.007936508,28,152,5.023880521,1
"I\'ve heard this argument before and it doesn\'t wash. Nobody is saying all blacks are to blame, but rather an unacceptable and disproportionately large number. The salient point for police, and the point of the article, is not that all blacks are bad but that virtually all bad people are black. That\'s the point, and people wonder that the police might be cynical!",Dawn Offtime,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/69361826.xml,69361826,69361826,"1,423,773,458",0.140383692,2.111111111,87.21052632,0.012256107,0.052631579,24.14210526,15.10526316,66,"14,119,638",0.366359013,0,1,0.015151515,18.2,3,1.098612289,1
"kathryn, the reason blacks are picked up more often for drugs has been attributed to their public habits; they typically deal and indulge in drug use on street corners or stoops. Whites, by contrast -- who are probably just as guilty -- tend to do it in their parents\' basement (or equivalent). We\'re talking enforcing \""broken windows\"" standards here, which blacks tend to flout.",Dawn Offtime,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/69361826.xml,69361826,69361826,"1,423,857,082",0.080682587,2.111111111,87.21052632,0.012256107,0.052631579,24.14210526,15.10526316,63,"14,131,127",0.17697846,0,1,0.03125,19,1,0,1
"You say that 98% of black people are law abiding? Actually, that seems pretty close: 1 million blacks are current incarcerated in the U.S., out of 45 million. But that\'s not the whole story. By age 23, 48% of all black males have been arrested at least once, according to Crime and Delinquency magazine. A lot of those may not go to jail, but a lot of them go to jail again and again. It\'s a thorny subject.",Dawn Offtime,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/69361826.xml,69361826,69361826,"1,423,779,308",0.071017168,2.111111111,87.21052632,0.012256107,0.052631579,24.14210526,15.10526316,81,"14,121,252",0.234800163,0,1,0,19.9,1,0,1
"A brave attempt to begin a fact-based, rational conversation about the issues.  Let us hope it doesn\'t get immediately drowned out by a social media reaction branding Mr. Comey\'s comments as themselves racist.",Greg,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/44502798.xml,44502798,44502798,"1,423,768,305",0.05731342,0.19047619,42.25,0.025699599,0,16.1875,40.875,36,"14,118,847",0.110045499,0,1,0.027777778,14.1,21,3.044522438,1
"\""officers who work in neighborhoods where blacks commit crimes at higher rates develop a cynicism that shades their attitudes about race.\""<br/>When I was training to be an EMT, this was specifically addressed. It is called \""burn-out\"". It was also noted that to continue working in this environment with this condition was going to lead to mistakes and our instructors advised that a long break or moving into a new career would be a good option.<br/>I cannot imagine that police departments are not aware of this. ",Ian,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/40672970.xml,40672970,40672970,"1,423,765,526",0.165321402,0.9,112.6984127,0.021682668,0,25.55873016,8.047619048,88,"14,118,645",0.229195131,0,1,0.033333333,25,20,2.995732274,1
"Conversations are all well and good, but it seems that in this country when political leaders and others call for a conversation, this turns out to be in lieu of any actual solutions.  We were supposedly having a \""conversation\"" on torture, and mass surveillance and race on more than one occasion, as well as other assorted important issues.  But what is actually accomplished? Do things get better?  In this case, the drug laws and the for-profit prison system are going strong.  The police are ridiculously militarized - from the biggest cities to the tiniest burgs.  The police are often required to write tickets or haul in bodies to make quotas (something apparently not many of them enjoy doing)...lining the city\'s or town\'s bottom line in procuring fees for their budgets...another issue that creates animosity and distrust.  So, what exactly is a conversation going to do if the policies remain intact. Like so much this country does, once they begin a particular policy, no matter how counter-effective or foolish, the government and its appendages seem unable to really change direction and think of something new.  A tweak perhaps, a conversation, but no true rethinking, retooling or restructuring.  ",Kate Flannery,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/50965470.xml,50965470,50965470,"1,423,765,012",0.093312074,7,174.5,0.01306805,0.142857143,32.99285714,50.35714286,201,"14,118,303",0.148860537,0,1,0.004975124,39.6,6,1.791759469,1
"I live in an almost all-white neighborhood. We have a terrible problem with kids on heroin, petty and quality-of-life crimes. While I am certain 99% of police officers would risk their lives for us, they do not seem to like the mundane parts of their jobs. As a result, our crime stats are lower than they should be. And suburban cops seem much more aware that any kids could be in school with their own. Having grown up around a lot of white criminals who were never even stopped, much less arrested, I can vouch for this. They are not aggressive in dealing our problem children, either. In addition, if the NYPD had stop-and-frisk in front of the NYSE, midtown banks and law firms or any predominantly white neighborhoods in the boroughs, they\'d have just as many drug arrests as the projects.",Kris V,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/67534950.xml,67534950,67534950,"1,423,779,265",0.102887254,0.181818182,141,0.032351338,0,29.875,34.75,148,"14,121,141",0.30669139,0,1,0.047297297,29.7,11,2.397895273,1
"Finally, a public official brave enough to be truthful despite what he theorizes rings true and has everything to do with perception based on reality and nothing to do with racism.  Now perhaps we can move forward as a society and figure why a segment of our fellow citizens are feeling hopeless and stuck. Though it couldn\'t come at a worse time, the middle class is now hopeless and stuck. It will be hard to gain sympathy and a reasonable ear from people who work and are about to lose everything, simply because the 1 guy at the top wants not needs, a little more for himself. Greed is destroying all of us more than any external threat.",MCS,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/59422040.xml,59422040,59422040,"1,423,773,849",0.032182567,11.33333333,140.8039216,0.024596502,0.055555556,27.76993464,22.64705882,119,"14,120,028",0.067106373,0,1,0.033613445,26.9,2,0.693147181,1
Officials should do everything to overcome this problems. Police officers should be professionals and they should respect citizens regardless the colour of their skin. It`s very important. Our people deserve to live in a society where they know that they are protected.,Mitch Jones,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/70642334.xml,70642334,70642334,"1,423,839,799",0.129593926,26,61.15384615,0.042919601,0.038461538,19.32692308,3.769230769,43,"14,124,958",0.221333766,0,1,0.023255814,18.2,3,1.098612289,1
"I really appreciate hearing from (former?) police officers about what shapes their thinking, what training would help, and what forces shape their reactions. important conversation.",mw,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/56856462.xml,56856462,56856462,"1,423,847,625",0.123017009,5.448717949,59.61647059,0.031988044,0.028235294,17.45364706,13.30823529,25,"14,127,615",0.205603876,0,1,0.04,12.9,1,0,1
"I like the example of how a white man gets just basically different treatment given below by jwpnyc of an incident in Michigan.  I think that shows really good police training, but also how preconceptions start things off on a whole different tone.  Even in the voice of one of the call ins to 911 that alerted police to this man with a gun, the caller themselves is an African American woman, and her assumption is that the man with a gun is just some old gramps white dude who\'s drunk.  How different from, \""a large erratically acting black man in pajamas wielding an automatic military rifle in the middle of a mall,\"" that sounds.  But, that\'s what this angry white drunk with an AR-15 or whatever it is was.",Nancy Duffy,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/62488847.xml,62488847,62488847,"1,423,773,437",0.108100952,0.333333333,58,0.024440947,0,17.47272727,9.454545455,133,"14,119,625",0.253561272,0,1,0.015037594,22.2,2,0.693147181,1
In my opinion this is a blatant case. This is the same as to acknowledge the existence of racism and slavery in the country. And this is happening against the backdrop of the fact that the government says that the equal rights of citizens is the foundation of society. While we can see that the police are killing blacks and gays have more rights and opportunities than people with traditional sex orientation.,Patrick Wilson,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/70642476.xml,70642476,70642476,"1,423,839,798",0.088741539,50,39.46,0.036770184,0,16.18,2.8,72,"14,124,793",0.231333771,0,1,0.027777778,22.9,0,0,1
"In other words, if residents of black urban neighborhoods can reduce their association with crime to a level similar to that of other populations and maintain that for decades, we might have a chance of extinguishing this experience-molded fear conditioning mechanism that has developed over decades in cops. Sounds rough.",Paul,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/63825632.xml,63825632,63825632,"1,423,779,237",0.045480822,9.837209302,65.65484634,0.023435781,0.044917258,18.40732861,10.35933806,51,"14,121,106",0.173977724,0,1,0.019607843,17.2,6,1.791759469,1
"You argument holds no water. If you don\'t think police officers of all races aren\'t facing a higher threat in urban black neighborhoods, you are fooling yourself. Simple numbers really, more crime in said neighborhoods means it is rational to develop such natural defense mechanisms.",Paul,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/63825632.xml,63825632,63825632,"1,423,779,241",0.226818799,9.837209302,65.65484634,0.023435781,0.044917258,18.40732861,10.35933806,47,"14,121,129",0.325093775,0,1,0,19,9,2.197224577,1
"\"" since an unarmed black teenager, Michael Brown, was killed by a white police officer in Ferguson, Mo., in August.\""<br/><br/>As usual, the NY Times leaves out the facts that Brown had stolen cigars from a convenience store, manhandled the clerk in the store, that he physically attacked Darren Wilsion and tried to take away his gun and that he was six feet four inches tall and weighed nearly 70 pounds more than Wilson.<br/><br/>To the Times, \""unarmed teenager\"" is the full story, period.  But it is not the full story and until the full story is acknowledged, there will be no resolution.<br/><br/>We have all become addicted to biased views of situations based on looking at some of the facts and ignoring others.  But no problem can be resolved by one sided accounts.  Comey seems to be asking for the full story to be told I wish the Times will follow.",R36,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/64999573.xml,64999573,64999573,"1,423,847,625",0.16790579,87.25,122.0764088,0.030277605,0.025469596,26.36329195,4.979624323,151,"14,127,805",0.181514397,0,1,0.012738854,33.4,2,0.693147181,1
"Mr. Comey\'s comments reveal his own \""mental shortcut\"" and the shortcut that underlies the thinking about who should be arrested in the first place: Blacks are perceived as inherently criminal, while whites merely engage in criminal behavior.  ",REASON,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/49212033.xml,49212033,49212033,"1,423,765,187",0.101069507,0.5,79.92,0.011705923,0.08,20.244,39.08,38,"14,118,444",0.179985678,0,1,0,19,9,2.197224577,1
What total nonsense! The statistics speak for themselves; the percentage of blacks arrested &amp; convicted of violent crimes is orders of magnitude higher than for whiles.<br/><br/>Even such a figure as Jesse Jackson has said that if he is walking down a dark street at night &amp; he see two black men walking toward him on one side of the street &amp; two while men coming up the other side that he would naturally choose to go down the side of the street with the white guys. To me that pretty much says it all.,Richard Huber,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/28588364.xml,28588364,28588364,"1,423,847,625",0.109942733,5.410958904,120.0987342,0.037230461,0.081012658,26.52202532,24.33924051,92,"14,127,737",0.249108372,0,1,0.010309278,23.6,1,0,1
12 million arrests are too many...  Especially since most of them are either of innocent people or people guilty of the pettiest of offenses.  Many of these arrests result from the racial bias the FBI Director addresses.<br/><br/>Getting arrested and thrown into the maw of the police-prison system causes irreversible damage to far too many young men.  One needn\'t be killed by cops to have their life destroyed by cops.,Robert,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/63437252.xml,63437252,63437252,"1,423,860,916",0.111603745,7.166666667,61.0744186,0.022595955,0.013953488,17.71116279,10.69302326,72,"14,131,567",0.291892991,0,1,0,22.2,3,1.098612289,1
"But insurance companies don\'t have the power to arrest people, detain them on the street, or shoot them.  What you\'re describing is statistical discrimination: treating people as members of social groups and NOT as individuals.  Statistical discrimination may be acceptable in the case of car insurance, but where basic freedoms are concerned, we have a moral obligation to acknowledge every individual as an individual.",Sarah,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/41919031.xml,41919031,41919031,"1,423,797,059",0.049546631,1.310344828,130,0.025571808,0.105263158,26.58026316,15.73684211,66,"14,123,447",0.099484803,0,1,0.015151515,23.6,5,1.609437912,1
"I think you are confusing explanation and justification.  Mr. Comey described how officers can end up embracing racist stereotypes because their experiences are skewed, but he did NOT say that we *should* give more latitude to officers who work in areas where crimes are mostly committed by African-Americans.  His point is that we can develop better training for police officers if we understand why they\'re acting the way they do, but the ultimate goal of this training is to stop racial profiling by the police in every neighborhood.",Sarah,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/41919031.xml,41919031,41919031,"1,423,797,060",0.20710878,1.310344828,130,0.025571808,0.105263158,26.58026316,15.73684211,90,"14,123,348",0.360647503,0,1,0.044444444,25,1,0,1
"It\'s easy to say blacks commit more crimes. <br/><br/>But let\'s not forget Henry Louis Gates, Harvard Professor. Returning from China for a show he does for PBS-on Yo-Yo Ma, no less. Found the front door of his home in Cambridge jammed. And was arrested while trying to force it open.<br/><br/>That\'s the result of assumptions based on skin color. And it\'s terrible.",Siobhan,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/50180668.xml,50180668,50180668,"1,423,770,128",0.036751796,77.68292683,79.93877551,0.023532844,0.030455259,20.84025118,23.56624804,68,"14,119,917",0.153340158,0,1,0.013888889,19.9,17,2.833213344,1
"He\'s right.  It is hard to hate up close, and that goes both ways.  Real community policing would make it harder for police to hate minorities and harder for minorities to hate the police.",TFreePress,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/2865398.xml,2865398,2865398,"1,423,767,559",0.161087609,10.02325581,70.90835267,0.034292031,0.031322506,19.10011601,26.13573086,35,"14,119,367",0.353368211,0,1,0,14.1,10,2.302585093,1
"@ Bob Roberts in sunny California  - - - I\'m assuming that you\'re breathing regular California air, but it could be nitrous oxide based on the logic put forth in your flawed syllogism.  ",Tony Schwartz,40.730599,New York,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/62488563.xml,62488563,62488563,"1,423,866,201",0.002075458,0.209302326,41.66666667,0.037027295,0.111111111,15.16666667,3.666666667,31,"14,132,183",0.03151048,0,1,0.032258065,14.1,1,0,1
"Thank you, Mr. Comey, not only for the reality check but offering a tenable solution.  We also need changes in the Grand Jury system that doesn\'t penalize police officers who are overtly racists, as in the case of Eric Garner.  A permanent black eye on NYPD.",Anne,40.730599,New York City,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/64510247.xml,64510247,64510247,"1,423,773,856",0.114612799,5.837209302,68.60956175,0.040264401,0.035856574,18.92948207,13.53386454,47,"14,120,320",0.214542127,0,1,0.021276596,17.2,1,0,1
"\""Generally\"" the White teens you pulled over were \""respectful\"" and sacred, while the Black teens (the qualifer generally omitted) were in your face and threatening?  So according to your assertion when parents (like NY Times editorial writer Charles Blow - whose son was harassed by campus police two weeks ago - and Mayor Bill DiBlasio) have \""the talk\"" with their Black sons, the sons ignore the cautionary tale while White sons who don\'t receive \""the talk\"" are meek, humble and mild-mannered.  This is what I call testi-lying.  ",Bangdu Whough,40.730599,New York City,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/69739993.xml,69739993,69739993,"1,423,776,928",0.081717532,10.75,39.74418605,0.012628583,0,14.77906977,4.302325581,88,"14,120,950",0.20248178,0,1,0.068181818,22.9,6,1.791759469,1
"While there\'s some truth to the notion that, when it comes to policing, prior experience impacts on situational decision making, let\'s not jump on the bandwagon of blaming the \""perp\"" so quickly. I would ask: does the man in Staten Island, who was murdered for not paying a cigarette tax, fit the profile the FBI Director outlined? How about the child with a pellet gun killed within seconds; how about preventing his sister from comforting him while he lay dying? <br/><br/>For those finding the FBI  Director\'s speech an excuse to castigate Mayor de Basio for warning his Black son to mind his Ps and Qs around the police, I would say you are dead wrong. For that\'s the kind of fatherly advice all children should receive, especially in our perpetually Code Orange world.  ",CSW,40.730599,New York City,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/26805097.xml,26805097,26805097,"1,423,773,941",0.134660264,7.891891892,79.60273973,0.028359009,0.030821918,21.32054795,22.70547945,137,"14,120,548",0.262448604,0,1,0.035971223,28,8,2.079441542,1
"All of us need to have more understanding not just the police.  Reading some of the comments, I fear we have a long way to go.  ",isabel,40.730599,New York City,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/46805895.xml,46805895,46805895,"1,423,765,691",0.142726357,1.034482759,31.02222222,0.072524719,0.011111111,12.67888889,11.43333333,26,"14,118,716",0.337895529,0,1,0.115384615,14.1,13,2.564949357,1
"\""But to say -_that all people have unconscious racial biases_ is not necessarily true.\""<br/>Sorry, but it is true and to say otherwise is not to know yourself and to deny human nature. Ugly and selfish as it is. You can not overcome biases if you deny their existence in the first place.",sweetie pie,40.730599,New York City,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/26524068.xml,26524068,26524068,"1,423,857,035",0.072959888,1,64.22857143,0.030113408,0.00952381,19.06952381,8.095238095,53,"14,130,860",0.084560434,0,1,0,19,4,1.386294361,1
"Compare this with the video of the murder by a police officer of at the teen, Tamir Rice, who had a toy gun, pointed at nobody and the subsequent treatment of him and his sister as he lay dying<br/><br/><a href=\""http://www.nytimes.com/video/us/100000003438207/tamir-rice-shooting-aftermath.html\"" title=\""http://www.nytimes.com/video/us/100000003438207/tamir-rice-shooting-aftermath.html\"" target=\""_blank\"">http://www.nytimes.com/video/us/100000003438207/tamir-rice-shooting-afte...</a><br/><br/>Wake up America. Hold people accountable and enforce responsible policing",sweetie pie,40.730599,New York City,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/26524068.xml,26524068,26524068,"1,423,857,003",0.182040679,1,64.22857143,0.030113408,0.00952381,19.06952381,8.095238095,49,"14,130,640",0.275929761,0,1,0.042553191,21.5,4,1.386294361,1
"William Case<br/>You seem to have an ax to grind. You are disproportionally all over the comments favoring police and excusing police misconduct. Are you in enforcement? A police officer? <br/><br/>And as for your assertion that whites don\'t go to Harlem unless they are buying drugs is ridiculous. I work in Harlem, and there are whites all over the place. And I am not there to buy drugs. <br/><br/>Director Comey is a breath of fresh air, and thank goodness for his insight and honesty.",sweetie pie,40.730599,New York City,-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/26524068.xml,26524068,26524068,"1,423,868,308",0.178837583,1,64.22857143,0.030113408,0.00952381,19.06952381,8.095238095,84,"14,132,634",0.301406781,0,1,0.022222222,23.6,2,0.693147181,1
That is because you are trying to fabricate racism where there is none.,Eddie Brown,40.730599,"New York, N.Y.",-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/46355153.xml,46355153,46355153,"1,423,840,224",0.01389972,3.972972973,41.83333333,0.016891971,0.010204082,14.39047619,7.979591837,13,"14,125,610",0.040417189,0,1,0,8.3,0,0,1
There is no racism. Police  are aware of violent crime statistics in the communities which they patrol. They use this information in every stage of their work. And rightly so.,Eddie Brown,40.730599,"New York, N.Y.",-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/46355153.xml,46355153,46355153,"1,423,840,224",0.083271475,3.972972973,41.83333333,0.016891971,0.010204082,14.39047619,7.979591837,30,"14,125,598",0.270191139,0,1,0,14.1,8,2.079441542,1
"It is difficult to hate up close.  How simple and true. Comey\'s candor resonates far and wide -- incisive, wise and very much needed.  More, please.",sixmile,40.730599,"New York, N.Y.",-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/10891595.xml,10891595,10891595,"1,423,809,868",0.030279998,9.465909091,67.52821128,0.017155793,0.020408163,19.81884754,7.232893157,26,"14,124,610",0.04211006,0,1,0,15.2,14,2.63905733,1
Which is precisely what he called it.,sixmile,40.730599,"New York, N.Y.",-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/10891595.xml,10891595,10891595,"1,423,809,919",0.006423232,9.465909091,67.52821128,0.017155793,0.020408163,19.81884754,7.232893157,7,"14,124,658",0.015784606,0,1,0,6,0,0,1
"The problem, one might say, is reasoning from the converse.  If 90-95% of dangerous young men are black or Hispanic, that means that in all likelihood a given dangerous young man is black or Hispanic.  That quickly becomes a presumption that if you are a black or Hispanic young man, you are likely to be dangerous.  So if a cop sees you reaching into your waistband and is more than casually interested in his own personal safety, he may well fear or even assume you are reaching for a gun.",working stiff,40.730599,"new york, ny",-73.986581,approved,api.nytimes.com/svc/community/v2/comments/user/id/10016661.xml,10016661,10016661,"1,423,772,692",0.061173269,1.333333333,74.26923077,0.007482008,0,21.05576923,3.846153846,91,"14,119,416",0.215110769,0,1,0,25,5,1.609437912,1
