Class,Age,Sex,Survived,id,Port,AgeInNumbers
Third,Adult,Male,No,1056,Queenstown,29.43653514
Third,Adult,Male,No,1057,Southhampton,61.69014013
Third,Adult,Male,No,1058,Southhampton,49.64148301
Third,Adult,Male,No,1059,Southhampton,29.53288576
Third,Adult,Male,No,1060,Southhampton,49.18244378
Third,Adult,Male,No,1061,Queenstown,28.09851947
Third,Adult,Male,No,1062,Belfast,77.63223537
Third,Adult,Male,No,1063,Southhampton,49.60923664
Third,Adult,Male,No,1064,Southhampton,59.42550574
Third,Adult,Male,No,1065,Belfast,76.63545568
Third,Adult,Male,No,1066,Belfast,68.22618506
Third,Adult,Male,No,1067,Southhampton,50.07899364
Third,Adult,Male,No,1068,Queenstown,29.99031525
Third,Adult,Male,No,1069,Queenstown,21.35506067
Third,Adult,Male,No,1070,Southhampton,54.48544129
Third,Adult,Male,No,1071,Southhampton,26.58897897
Third,Adult,Female,Yes,1072,Cherbourg,67.73649921
Third,Adult,Female,Yes,1073,Southhampton,61.59621348
Third,Adult,Female,Yes,1074,Southhampton,57.94668007
Third,Adult,Female,Yes,1075,Southhampton,30.10003678
Third,Adult,Female,Yes,1076,Belfast,83.95801576
Third,Adult,Female,Yes,1077,Cherbourg,61.81112075
Third,Adult,Female,Yes,1078,Belfast,73.82992531
Third,Adult,Female,Yes,1079,Queenstown,33.21567037
Third,Adult,Female,Yes,1080,Southhampton,43.92644632
Third,Adult,Female,Yes,1081,Cherbourg,79.55833119
Third,Adult,Female,Yes,1082,Southhampton,69.42444551
Third,Adult,Female,Yes,1083,Belfast,84.59878628
Third,Adult,Female,Yes,1084,Belfast,93.6931937
Third,Adult,Female,Yes,1085,Southhampton,48.29242577
Third,Adult,Female,Yes,1086,Belfast,82.56372542
Third,Adult,Female,Yes,1087,Cherbourg,100.5576264
Third,Adult,Female,Yes,1088,Southhampton,51.61667875
Third,Adult,Female,Yes,1089,Cherbourg,89.25266765
Third,Adult,Female,Yes,1090,Belfast,80.84301407
Third,Adult,Female,Yes,1091,Belfast,85.41797585
Third,Adult,Female,Yes,1092,Belfast,71.75788881
Third,Adult,Female,Yes,1093,Belfast,76.22812145
Third,Adult,Female,Yes,1094,Southhampton,67.39010424
Third,Adult,Female,Yes,1095,Southhampton,58.68638213
Third,Adult,Female,Yes,1096,Southhampton,56.57795674
Third,Adult,Female,Yes,1097,Belfast,72.74459982
Third,Adult,Female,Yes,1098,Southhampton,50.15663966
Third,Adult,Female,Yes,1099,Southhampton,69.86995579
Third,Adult,Female,Yes,1100,Cherbourg,53.12695574
Third,Adult,Female,Yes,1101,Southhampton,37.60706867
Third,Adult,Female,Yes,1102,Southhampton,37.86868465
Third,Adult,Female,Yes,1103,Belfast,74.873562
Third,Adult,Female,Yes,1104,Belfast,80.92866915
Third,Adult,Female,Yes,1105,Cherbourg,53.84668582
Third,Adult,Female,Yes,1106,Southhampton,51.93935946
Third,Adult,Female,Yes,1107,Southhampton,49.17459982
Third,Adult,Female,Yes,1108,Queenstown,30.23033522
Third,Adult,Female,Yes,1109,Southhampton,35.57833665
Third,Adult,Female,Yes,1110,Southhampton,45.61438279
Third,Adult,Female,Yes,1111,Southhampton,30.68466883
Third,Adult,Female,Yes,1112,Queenstown,30.80777262
Third,Adult,Female,Yes,1113,Belfast,74.75348893
Third,Adult,Female,Yes,1114,Southhampton,51.71052286
Third,Adult,Female,Yes,1115,Cherbourg,75.78409577
Third,Adult,Female,Yes,1116,Belfast,78.33768267
Third,Adult,Female,Yes,1117,Belfast,92.38038581
Third,Adult,Female,Yes,1118,Belfast,77.68742767
Third,Adult,Female,Yes,1119,Southhampton,54.25666195
Third,Adult,Female,Yes,1120,Southhampton,62.16222825
Third,Adult,Female,Yes,1121,Southhampton,52.24925946
Third,Adult,Female,Yes,1122,Belfast,105.6743124
Third,Adult,Female,Yes,1123,Cherbourg,89.00997389
Third,Adult,Female,Yes,1124,Southhampton,62.47904311
Third,Adult,Female,Yes,1125,Southhampton,44.6275588
Third,Adult,Female,Yes,1126,Southhampton,50.26098685
Third,Adult,Female,Yes,1127,Southhampton,48.49637717
Third,Adult,Female,Yes,1128,Cherbourg,81.35839877
Third,Adult,Female,Yes,1129,Southhampton,53.21707138
Third,Adult,Female,Yes,1130,Southhampton,51.15817723
Third,Adult,Female,Yes,1131,Southhampton,49.97745854
Third,Adult,Female,Yes,1132,Cherbourg,84.54569584
Third,Adult,Female,Yes,1133,Belfast,70.80314354
Third,Adult,Female,Yes,1134,Cherbourg,83.60255189
Third,Adult,Female,Yes,1135,Belfast,91.91137355
Third,Adult,Female,Yes,1136,Southhampton,52.77085664
Third,Adult,Female,Yes,1137,Queenstown,23.43467549
Third,Adult,Female,Yes,1138,Southhampton,64.83483069
Third,Adult,Female,Yes,1139,Southhampton,51.91133569
Third,Adult,Female,Yes,1140,Southhampton,58.9387199
Third,Adult,Female,Yes,1141,Cherbourg,93.49871617
Third,Adult,Female,Yes,1142,Cherbourg,72.70918377
Third,Adult,Female,Yes,1143,Cherbourg,86.2663298
Third,Adult,Female,Yes,1144,Cherbourg,68.93683084
Third,Adult,Female,Yes,1145,Belfast,87.59828537
Third,Adult,Female,Yes,1146,Southhampton,59.45525962
Third,Adult,Female,Yes,1147,Southhampton,62.53277918
Third,Adult,Female,No,1148,Belfast,78.11716553
Third,Adult,Female,No,1149,Queenstown,21.42541956
Third,Adult,Female,No,1150,Cherbourg,93.68803614
Third,Adult,Female,No,1151,Cherbourg,78.44944032
Third,Adult,Female,No,1152,Southhampton,35.10862307
Third,Adult,Female,No,1153,Belfast,79.78142182
Third,Adult,Female,No,1154,Queenstown,32.19260056
Third,Adult,Female,No,1155,Queenstown,28.52738964
Third,Adult,Female,No,1156,Southhampton,55.88519617
Third,Adult,Female,No,1157,Belfast,68.83990228
Third,Adult,Female,No,1158,Southhampton,54.59944475
Third,Adult,Female,No,1159,Southhampton,42.04386294
Third,Adult,Female,No,1160,Queenstown,27.22919118
Third,Adult,Female,No,1161,Queenstown,25.60218234
Third,Adult,Female,No,1162,Belfast,65.31512654
Third,Adult,Female,No,1163,Queenstown,28.01387116
Third,Adult,Female,No,1164,Southhampton,53.13440315
Third,Adult,Female,No,1165,Queenstown,33.51338928
Third,Adult,Female,No,1166,Queenstown,21.15687961
Third,Adult,Female,No,1167,Southhampton,48.81898759
Third,Adult,Female,No,1168,Queenstown,34.86561342
Third,Adult,Female,No,1169,Southhampton,49.15633614
Third,Adult,Female,No,1170,Southhampton,43.39254517
Third,Adult,Female,No,1171,Southhampton,65.21213709
Third,Adult,Female,No,1172,Queenstown,23.24886522
Third,Adult,Female,No,1173,Southhampton,44.47229491
Third,Adult,Female,No,1174,Southhampton,44.7777454
Third,Adult,Female,No,1175,Southhampton,43.96636271
Third,Adult,Female,No,1176,Southhampton,46.22451084
Third,Adult,Female,No,1177,Southhampton,50.64892354
Third,Adult,Female,No,1178,Southhampton,47.80189503
Third,Adult,Female,No,1179,Southhampton,58.0512152
Third,Adult,Female,No,1180,Queenstown,34.59288801
Third,Adult,Female,No,1181,Queenstown,28.82489691
Third,Adult,Female,No,1182,Queenstown,30.00901587
Third,Adult,Female,No,1183,Queenstown,34.13443685
Third,Adult,Female,No,1184,Belfast,75.56641865
Third,Adult,Female,No,1185,Southhampton,35.11286054
Third,Adult,Female,No,1186,Queenstown,28.98660621
Third,Adult,Female,No,1187,Southhampton,41.14404446
Third,Adult,Female,No,1188,Belfast,74.27093203
Third,Adult,Female,No,1189,Cherbourg,95.91076078
Third,Adult,Female,No,1190,Cherbourg,91.34555666
Third,Adult,Female,No,1191,Southhampton,33.31286151
Third,Adult,Female,No,1192,Southhampton,36.59779677
Third,Adult,Female,No,1193,Cherbourg,77.67849741
Third,Adult,Female,No,1194,Belfast,82.40658653
Third,Adult,Female,No,1195,Queenstown,32.17436623
Third,Adult,Female,No,1196,Queenstown,39.63526336
Third,Adult,Female,No,1197,Southhampton,42.17672798
Third,Adult,Female,No,1198,Southhampton,40.49722352
Third,Adult,Female,No,1199,Southhampton,66.24213652
Third,Adult,Female,No,1200,Southhampton,40.3234844
Third,Adult,Female,No,1201,Queenstown,29.00288952
Third,Adult,Female,No,1202,Queenstown,26.44692229
Third,Adult,Female,No,1203,Southhampton,53.99284821
Third,Adult,Female,No,1204,Cherbourg,102.7784692
Third,Adult,Female,No,1205,Cherbourg,80.49766221
Third,Adult,Female,No,1206,Belfast,81.00260531
Third,Adult,Female,No,1207,Queenstown,31.44506404
Third,Adult,Female,No,1208,Southhampton,40.5288366
Third,Adult,Female,No,1209,Southhampton,73.1557836
Third,Adult,Female,No,1210,Southhampton,35.5334561
Third,Adult,Female,No,1211,Southhampton,41.88023202
Third,Adult,Female,No,1212,Southhampton,37.31694962
Third,Adult,Female,No,1213,Southhampton,60.23311195
Third,Adult,Female,No,1214,Southhampton,47.34995619
Third,Adult,Female,No,1215,Queenstown,32.45648573
Third,Adult,Female,No,1216,Cherbourg,77.44335077
Third,Adult,Female,No,1217,Queenstown,35.88233134
Third,Adult,Female,No,1218,Southhampton,53.13368637
Third,Adult,Female,No,1219,Queenstown,25.64675244
Third,Adult,Female,No,1220,Southhampton,41.71902168
Third,Adult,Female,No,1221,Southhampton,53.86355919
Third,Adult,Female,No,1222,Queenstown,25.81485518
Third,Adult,Female,No,1223,Queenstown,24.35354482
Third,Adult,Female,No,1224,Queenstown,32.77855019
Third,Adult,Female,No,1225,Cherbourg,79.75086092
Third,Adult,Female,No,1226,Southhampton,39.61552848
Third,Adult,Female,No,1227,Southhampton,45.08854728
Third,Adult,Female,No,1228,Southhampton,48.23179022
Third,Adult,Female,No,1229,Southhampton,42.84074768
Third,Adult,Female,No,1230,Cherbourg,98.06287026
Third,Adult,Female,No,1231,Queenstown,34.91107903
Third,Adult,Female,No,1232,Queenstown,24.34725563
Third,Adult,Female,No,1233,Southhampton,48.91752838
Third,Adult,Female,No,1234,Southhampton,40.56078054
Third,Adult,Female,No,1235,Southhampton,46.99773478
Third,Adult,Female,No,1236,Southhampton,40.66177056
Third,Child,Male,Yes,1237,Cherbourg,80.71408287
Third,Child,Male,Yes,1238,Cherbourg,50.30763823
Third,Child,Male,Yes,1239,Queenstown,29.26443355
Third,Child,Male,Yes,1240,Southhampton,31.49820423
Third,Child,Male,Yes,1241,Queenstown,35.10210226
Third,Child,Male,Yes,1242,Southhampton,36.27327323
Third,Child,Male,Yes,1243,Southhampton,45.78629863
Third,Child,Male,Yes,1244,Cherbourg,72.80485547
Third,Child,Male,Yes,1245,Southhampton,49.76722446
Third,Child,Male,Yes,1246,Southhampton,44.54121227
Third,Child,Male,Yes,1247,Southhampton,47.32735117
Third,Child,Male,Yes,1248,Queenstown,31.60153562
Third,Child,Male,Yes,1249,Cherbourg,111.5961979
Third,Child,Male,No,1250,Cherbourg,75.30047101
Third,Child,Male,No,1251,Belfast,82.53649413
Third,Child,Male,No,1252,Southhampton,53.80117156
Third,Child,Male,No,1253,Cherbourg,84.60626222
Third,Child,Male,No,1254,Southhampton,47.15178745
Third,Child,Male,No,1255,Southhampton,23.97871698
Third,Child,Male,No,1256,Southhampton,50.07080009
Third,Child,Male,No,1257,Southhampton,59.93578694
Third,Child,Male,No,1258,Queenstown,30.68082731
Third,Child,Male,No,1259,Southhampton,56.59730796
Third,Child,Male,No,1260,Queenstown,35.80524217
Third,Child,Male,No,1261,Queenstown,30.15274525
Third,Child,Male,No,1262,Southhampton,37.22867065
Third,Child,Male,No,1263,Cherbourg,80.23181964
Third,Child,Male,No,1264,Southhampton,37.0552011
Third,Child,Male,No,1265,Southhampton,43.9122291
Third,Child,Male,No,1266,Southhampton,45.86363176
Third,Child,Male,No,1267,Southhampton,43.70943071
Third,Child,Male,No,1268,Belfast,79.08193075
Third,Child,Male,No,1269,Southhampton,24.62659941
Third,Child,Male,No,1270,Southhampton,49.26352342
Third,Child,Male,No,1271,Southhampton,64.6194451
Third,Child,Male,No,1272,Southhampton,47.27165929
Third,Child,Male,No,1273,Southhampton,58.30398059
Third,Child,Male,No,1274,Southhampton,45.17321293
Third,Child,Male,No,1275,Queenstown,40.12596743
Third,Child,Male,No,1276,Southhampton,49.38823902
Third,Child,Male,No,1277,Southhampton,56.75261407
Third,Child,Male,No,1278,Queenstown,34.66214247
Third,Child,Male,No,1279,Queenstown,24.81386762
Third,Child,Male,No,1280,Queenstown,25.84021152
Third,Child,Male,No,1281,Cherbourg,90.9859253
Third,Child,Male,No,1282,Cherbourg,89.13765178
Third,Child,Male,No,1283,Southhampton,54.97001659
Third,Child,Male,No,1284,Queenstown,31.0603205
Third,Child,Female,Yes,1285,Belfast,84.93970169
Third,Child,Female,Yes,1286,Southhampton,55.64057293
Third,Child,Female,Yes,1287,Southhampton,53.21133159
Third,Child,Female,Yes,1288,Southhampton,63.23523529
Third,Child,Female,Yes,1289,Southhampton,48.08818577
Third,Child,Female,Yes,1290,Southhampton,39.41004488
Third,Child,Female,Yes,1291,Southhampton,59.45892763
Third,Child,Female,Yes,1292,Southhampton,44.94777324
Third,Child,Female,Yes,1293,Southhampton,45.80717482
Third,Child,Female,Yes,1294,Queenstown,28.22437787
Third,Child,Female,Yes,1295,Southhampton,62.68774892
Third,Child,Female,Yes,1296,Belfast,72.91803962
Third,Child,Female,Yes,1297,Southhampton,57.53676413
Third,Child,Female,Yes,1298,Cherbourg,70.10270114
Third,Child,Female,No,1299,Belfast,71.39718918
Third,Child,Female,No,1300,Queenstown,30.48278487
Third,Child,Female,No,1301,Southhampton,53.94357379
Third,Child,Female,No,1302,Cherbourg,72.72055509
Third,Child,Female,No,1303,Belfast,81.92196724
Third,Child,Female,No,1304,Queenstown,31.72872145
Third,Child,Female,No,1305,Southhampton,38.21024584
Third,Child,Female,No,1306,Cherbourg,93.21602926
Third,Child,Female,No,1307,Belfast,83.84302101
Third,Child,Female,No,1308,Queenstown,31.1374829
Third,Child,Female,No,1309,Belfast,83.35315534
Third,Child,Female,No,1310,Southhampton,48.61768138
Third,Child,Female,No,1311,Southhampton,55.76079055
Third,Child,Female,No,1312,Southhampton,37.6551889
Third,Child,Female,No,1313,Queenstown,34.97176321
Third,Child,Female,No,1314,Southhampton,55.27103071
Third,Child,Female,No,1315,Southhampton,62.09348376
Crew,Adult,Male,Yes,1316,Belfast,67.97018875
Crew,Adult,Male,Yes,1317,Belfast,97.60181647
Crew,Adult,Male,Yes,1318,Cherbourg,98.72116888
Crew,Adult,Male,Yes,1319,Belfast,85.61663071
Crew,Adult,Male,Yes,1320,Southhampton,44.5800673
Crew,Adult,Male,Yes,1321,Cherbourg,79.11854893
Crew,Adult,Male,Yes,1322,Belfast,77.69712264
Crew,Adult,Male,Yes,1323,Belfast,93.11997516
Crew,Adult,Male,Yes,1324,Southhampton,42.67311534
Crew,Adult,Male,Yes,1325,Cherbourg,63.65140662
Crew,Adult,Male,Yes,1326,Queenstown,34.56839531
Crew,Adult,Male,Yes,1327,Cherbourg,59.94198986
Crew,Adult,Male,Yes,1328,Queenstown,30.65266367
Crew,Adult,Male,Yes,1329,Cherbourg,78.25327184
Crew,Adult,Male,Yes,1330,Queenstown,27.03635266
Crew,Adult,Male,Yes,1331,Southhampton,39.10707977
Crew,Adult,Male,Yes,1332,Belfast,78.08897129
Crew,Adult,Male,Yes,1333,Southhampton,48.0878833
Crew,Adult,Male,Yes,1334,Southhampton,55.60132217
Crew,Adult,Male,Yes,1335,Belfast,73.28075604
Crew,Adult,Male,Yes,1336,Queenstown,38.58693933
Crew,Adult,Male,Yes,1337,Southhampton,57.31898533
Crew,Adult,Male,Yes,1338,Southhampton,54.37671743
Crew,Adult,Male,Yes,1339,Belfast,78.99532961
Crew,Adult,Male,Yes,1340,Belfast,85.39374145
Crew,Adult,Male,Yes,1341,Queenstown,31.20786625
Crew,Adult,Male,Yes,1342,Southhampton,48.48099658
Crew,Adult,Male,Yes,1343,Belfast,88.90635472
Crew,Adult,Male,Yes,1344,Belfast,73.85480606
Crew,Adult,Male,Yes,1345,Cherbourg,77.94664907
Crew,Adult,Male,Yes,1346,Southhampton,56.56421235
Crew,Adult,Male,Yes,1347,Belfast,98.54024739
Crew,Adult,Male,Yes,1348,Southhampton,62.55762132
Crew,Adult,Male,Yes,1349,Southhampton,42.28694941
Crew,Adult,Male,Yes,1350,Belfast,62.59966866
Crew,Adult,Male,Yes,1351,Southhampton,54.30029164
Crew,Adult,Male,Yes,1352,Cherbourg,81.59596062
Crew,Adult,Male,Yes,1353,Belfast,76.69621693
Crew,Adult,Male,Yes,1354,Cherbourg,91.34989173
Crew,Adult,Male,Yes,1355,Queenstown,24.33971189
Crew,Adult,Male,Yes,1356,Belfast,94.79181739
Crew,Adult,Male,Yes,1357,Southhampton,64.97195989
Crew,Adult,Male,Yes,1358,Belfast,89.98231999
Crew,Adult,Male,Yes,1359,Queenstown,32.28632767
Crew,Adult,Male,Yes,1360,Belfast,75.09426778
Crew,Adult,Male,Yes,1361,Cherbourg,82.05574277
Crew,Adult,Male,Yes,1362,Cherbourg,93.48430007
Crew,Adult,Male,Yes,1363,Southhampton,74.23443354
Crew,Adult,Male,Yes,1364,Queenstown,35.21372781
Crew,Adult,Male,Yes,1365,Belfast,79.60988945
Crew,Adult,Male,Yes,1366,Queenstown,31.43443477
Crew,Adult,Male,Yes,1367,Cherbourg,84.95318819
Crew,Adult,Male,Yes,1368,Cherbourg,94.64332521
Crew,Adult,Male,Yes,1369,Belfast,70.10223816
Crew,Adult,Male,Yes,1370,Cherbourg,75.76680107
Crew,Adult,Male,Yes,1371,Belfast,74.65196857
Crew,Adult,Male,Yes,1372,Belfast,67.74947866
Crew,Adult,Male,Yes,1373,Belfast,83.80363518
Crew,Adult,Male,Yes,1374,Cherbourg,92.69495617
Crew,Adult,Male,Yes,1375,Cherbourg,86.75053161
Crew,Adult,Male,Yes,1376,Southhampton,54.35708199
Crew,Adult,Male,Yes,1377,Cherbourg,100.1405672
Crew,Adult,Male,Yes,1378,Queenstown,31.71597402
Crew,Adult,Male,Yes,1379,Cherbourg,96.31557211
Crew,Adult,Male,Yes,1380,Queenstown,36.09641686
Crew,Adult,Male,Yes,1381,Cherbourg,75.62677418
Crew,Adult,Male,Yes,1382,Belfast,90.37041754
Crew,Adult,Male,Yes,1383,Belfast,106.4936791
Crew,Adult,Male,Yes,1384,Cherbourg,85.53526299
Crew,Adult,Male,Yes,1385,Belfast,83.07031986
Crew,Adult,Male,Yes,1386,Cherbourg,60.06373441
Crew,Adult,Male,Yes,1387,Cherbourg,65.79597756
Crew,Adult,Male,Yes,1388,Cherbourg,55.39274284
Crew,Adult,Male,Yes,1389,Belfast,92.04677211
Crew,Adult,Male,Yes,1390,Southhampton,32.0394397
Crew,Adult,Male,Yes,1391,Southhampton,55.6962935
Crew,Adult,Male,Yes,1392,Cherbourg,63.17551379
Crew,Adult,Male,Yes,1393,Queenstown,31.27027758
Crew,Adult,Male,Yes,1394,Cherbourg,63.79391773
Crew,Adult,Male,Yes,1395,Belfast,79.13069125
Crew,Adult,Male,Yes,1396,Belfast,78.30741492
Crew,Adult,Male,Yes,1397,Queenstown,30.80647417
Crew,Adult,Male,Yes,1398,Queenstown,35.75682142
Crew,Adult,Male,Yes,1399,Queenstown,29.50984029
Crew,Adult,Male,Yes,1400,Queenstown,36.7676752
Crew,Adult,Male,Yes,1401,Queenstown,45.49958442
Crew,Adult,Male,Yes,1402,Queenstown,36.44219019
Crew,Adult,Male,Yes,1403,Southhampton,68.41407804
Crew,Adult,Male,Yes,1404,Southhampton,56.58250342
Crew,Adult,Male,Yes,1405,Cherbourg,94.50853701
Crew,Adult,Male,Yes,1406,Belfast,70.10119091
Crew,Adult,Male,Yes,1407,Southhampton,58.571311
Crew,Adult,Male,Yes,1408,Queenstown,31.61336428
Crew,Adult,Male,Yes,1409,Queenstown,24.96920292
Crew,Adult,Male,Yes,1410,Cherbourg,81.44950946
Crew,Adult,Male,Yes,1411,Cherbourg,76.41159603
Crew,Adult,Male,Yes,1412,Cherbourg,74.63591286
Crew,Adult,Male,Yes,1413,Southhampton,62.68030638
Crew,Adult,Male,Yes,1414,Belfast,78.23899802
Crew,Adult,Male,Yes,1415,Belfast,69.70644375
Crew,Adult,Male,Yes,1416,Cherbourg,78.4045461
Crew,Adult,Male,Yes,1417,Belfast,72.57659801
Crew,Adult,Male,Yes,1418,Cherbourg,60.22681451
Crew,Adult,Male,Yes,1419,Queenstown,27.93109871
Crew,Adult,Male,Yes,1420,Southhampton,54.85233154
Crew,Adult,Male,Yes,1421,Southhampton,54.58086996
Crew,Adult,Male,Yes,1422,Southhampton,76.70428698
Crew,Adult,Male,Yes,1423,Cherbourg,83.86922173
Crew,Adult,Male,Yes,1424,Southhampton,45.62193345
Crew,Adult,Male,Yes,1425,Cherbourg,76.43768011
Crew,Adult,Male,Yes,1426,Southhampton,66.09975325
Crew,Adult,Male,Yes,1427,Queenstown,30.73861036
Crew,Adult,Male,Yes,1428,Cherbourg,71.01292796
Crew,Adult,Male,Yes,1429,Queenstown,30.75173513
Crew,Adult,Male,Yes,1430,Belfast,79.93110423
Crew,Adult,Male,Yes,1431,Southhampton,39.58446693
Crew,Adult,Male,Yes,1432,Southhampton,59.59883242
Crew,Adult,Male,Yes,1433,Cherbourg,74.89355441
Crew,Adult,Male,Yes,1434,Cherbourg,101.2452553
Crew,Adult,Male,Yes,1435,Southhampton,59.80877154
Crew,Adult,Male,Yes,1436,Queenstown,34.63878697
Crew,Adult,Male,Yes,1437,Queenstown,38.88481652
Crew,Adult,Male,Yes,1438,Cherbourg,75.34910764
Crew,Adult,Male,Yes,1439,Cherbourg,93.16603119
Crew,Adult,Male,Yes,1440,Belfast,86.96578413
Crew,Adult,Male,Yes,1441,Southhampton,56.15194426
Crew,Adult,Male,Yes,1442,Southhampton,42.34448356
Crew,Adult,Male,Yes,1443,Cherbourg,92.7813697
Crew,Adult,Male,Yes,1444,Southhampton,48.58108274
Crew,Adult,Male,Yes,1445,Belfast,98.89605215
Crew,Adult,Male,Yes,1446,Southhampton,54.22617687
Crew,Adult,Male,Yes,1447,Queenstown,25.81978932
Crew,Adult,Male,Yes,1448,Southhampton,51.55901836
Crew,Adult,Male,Yes,1449,Queenstown,39.18699652
Crew,Adult,Male,Yes,1450,Queenstown,26.60065496
Crew,Adult,Male,Yes,1451,Southhampton,46.99826446
Crew,Adult,Male,Yes,1452,Cherbourg,70.64964073
Crew,Adult,Male,Yes,1453,Southhampton,77.3549052
Crew,Adult,Male,Yes,1454,Southhampton,40.08831835
Crew,Adult,Male,Yes,1455,Southhampton,54.00817747
Crew,Adult,Male,Yes,1456,Belfast,69.68436957
Crew,Adult,Male,Yes,1457,Belfast,84.96715359
Crew,Adult,Male,Yes,1458,Queenstown,34.76561924
Crew,Adult,Male,Yes,1459,Belfast,61.9953734
Crew,Adult,Male,Yes,1460,Queenstown,33.8668125
Crew,Adult,Male,Yes,1461,Southhampton,43.14224197
Crew,Adult,Male,Yes,1462,Southhampton,48.65848347
Crew,Adult,Male,Yes,1463,Belfast,88.07042975
Crew,Adult,Male,Yes,1464,Queenstown,26.90284579
Crew,Adult,Male,Yes,1465,Belfast,77.67159353
Crew,Adult,Male,Yes,1466,Southhampton,45.20298899
Crew,Adult,Male,Yes,1467,Southhampton,61.29087702
Crew,Adult,Male,Yes,1468,Cherbourg,63.65265824
Crew,Adult,Male,Yes,1469,Southhampton,59.1283542
Crew,Adult,Male,Yes,1470,Cherbourg,89.46389123
Crew,Adult,Male,Yes,1471,Cherbourg,67.24764404
Crew,Adult,Male,Yes,1472,Belfast,87.40683325
Crew,Adult,Male,Yes,1473,Queenstown,30.14882125
Crew,Adult,Male,Yes,1474,Queenstown,26.758056
Crew,Adult,Male,Yes,1475,Southhampton,46.45641426
Crew,Adult,Male,Yes,1476,Queenstown,30.55578064
Crew,Adult,Male,Yes,1477,Cherbourg,75.04782517
Crew,Adult,Male,Yes,1478,Cherbourg,85.53277064
Crew,Adult,Male,Yes,1479,Belfast,77.11918425
Crew,Adult,Male,Yes,1480,Southhampton,49.27728671
Crew,Adult,Male,Yes,1481,Southhampton,36.87178892
Crew,Adult,Male,Yes,1482,Queenstown,34.82112644
Crew,Adult,Male,Yes,1483,Belfast,76.37992249
Crew,Adult,Male,Yes,1484,Southhampton,32.36148112
Crew,Adult,Male,Yes,1485,Cherbourg,92.58142355
Crew,Adult,Male,Yes,1486,Cherbourg,88.11559373
Crew,Adult,Male,Yes,1487,Cherbourg,85.31289835
Crew,Adult,Male,Yes,1488,Southhampton,53.57163742
Crew,Adult,Male,Yes,1489,Southhampton,39.62560887
Crew,Adult,Male,Yes,1490,Belfast,70.11243316
Crew,Adult,Male,Yes,1491,Southhampton,64.64655763
Crew,Adult,Male,Yes,1492,Queenstown,29.79346641
Crew,Adult,Male,Yes,1493,Queenstown,32.13126003
Crew,Adult,Male,Yes,1494,Cherbourg,89.87280045
Crew,Adult,Male,Yes,1495,Queenstown,34.6090659
Crew,Adult,Male,Yes,1496,Queenstown,29.97960903
Crew,Adult,Male,Yes,1497,Cherbourg,79.90133071
Crew,Adult,Male,Yes,1498,Queenstown,31.07257446
Crew,Adult,Male,Yes,1499,Queenstown,28.78867362
Crew,Adult,Male,Yes,1500,Queenstown,29.51829488
Crew,Adult,Male,Yes,1501,Queenstown,18.26966304
Crew,Adult,Male,Yes,1502,Cherbourg,82.05017242
Crew,Adult,Male,Yes,1503,Queenstown,28.13008721
Crew,Adult,Male,Yes,1504,Southhampton,39.41269898
Crew,Adult,Male,Yes,1505,Southhampton,59.54902196
Crew,Adult,Male,Yes,1506,Belfast,75.09506436
Crew,Adult,Male,Yes,1507,Belfast,102.0850592
Crew,Adult,Male,No,1508,Southhampton,51.38570711
Crew,Adult,Male,No,1509,Southhampton,38.20012342
Crew,Adult,Male,No,1510,Queenstown,33.20543767
Crew,Adult,Male,No,1511,Southhampton,65.98451016
Crew,Adult,Male,No,1512,Queenstown,30.94127039
Crew,Adult,Male,No,1513,Southhampton,40.82220607
Crew,Adult,Male,No,1514,Cherbourg,96.61141087
Crew,Adult,Male,No,1515,Queenstown,27.36136885
Crew,Adult,Male,No,1516,Cherbourg,63.07090385
Crew,Adult,Male,No,1517,Queenstown,22.92319745
Crew,Adult,Male,No,1518,Queenstown,25.93958107
Crew,Adult,Male,No,1519,Queenstown,17.62226899
Crew,Adult,Male,No,1520,Southhampton,47.51435108
Crew,Adult,Male,No,1521,Southhampton,54.7933387
Crew,Adult,Male,No,1522,Southhampton,52.00015356
Crew,Adult,Male,No,1523,Queenstown,35.93091314
Crew,Adult,Male,No,1524,Southhampton,66.83470374
Crew,Adult,Male,No,1525,Queenstown,31.40396455
Crew,Adult,Male,No,1526,Southhampton,50.66386328
Crew,Adult,Male,No,1527,Queenstown,33.39188175
Crew,Adult,Male,No,1528,Southhampton,60.52401227
Crew,Adult,Male,No,1529,Southhampton,50.25745037
Crew,Adult,Male,No,1530,Southhampton,51.47517244
Crew,Adult,Male,No,1531,Southhampton,59.92501768
Crew,Adult,Male,No,1532,Queenstown,24.1105857
Crew,Adult,Male,No,1533,Queenstown,31.26213769
Crew,Adult,Male,No,1534,Belfast,79.29309502
Crew,Adult,Male,No,1535,Belfast,81.39950252
Crew,Adult,Male,No,1536,Queenstown,32.43808865
Crew,Adult,Male,No,1537,Southhampton,54.18012605
Crew,Adult,Male,No,1538,Southhampton,56.43766544
Crew,Adult,Male,No,1539,Southhampton,62.61154073
Crew,Adult,Male,No,1540,Belfast,91.2113161
Crew,Adult,Male,No,1541,Southhampton,49.14875049
Crew,Adult,Male,No,1542,Queenstown,37.30849861
Crew,Adult,Male,No,1543,Southhampton,44.15823528
Crew,Adult,Male,No,1544,Queenstown,28.23051202
Crew,Adult,Male,No,1545,Southhampton,55.63305313
